id,gender,age,visual_vividness,view_duration,lights,computer,emotion,hallucination_categorical,hallucination_description,emerge_time,hallucination_frequency,hallucination_intensity,hallucination_duration,consciousness_change,consciousness_description,hallucination_location,percent_missing,auditory_strength,gustatory_strength,haptic_strength,interoceptive_strength,olfactory_strength,visual_strength,foot_strength,hand_strength,head_strength,mouth_strength,torso_strength,perceptual_strength,action_strength,sensorimotor_strength,visual_vividness_z,description_length,visual_vividness_cat,visual_vividness_cat_reordered,visual_vividness_cat_reordered_codes,visual_vividness_cat_codes,visual_vividness_bicat
1507,Nonbinary,35,5,Didn't time it,Yes,Computer,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['got', 'sense', 'looking', 'window', 'large', 'featureless', 'room', 'huge', 'sense', 'deepness', 'dimension', 'even', 'anything', 'diamond', 'shape', 'short', 'black', 'line']","They began to emerge immediately, Immediately there were shapes, the other colors showed up after a few minutes",Constantly,"Weak, faint, or insubstantial",Brief moment or flash,"Became relaxed or sleepy, As if in a dreamlike state, Lost a sense of space","I really thought I would be bored, but I couldn't tear my eyes away",In the center,0.0,1.168984199222222,0.5073224133333332,1.8629184926666664,1.065605595888889,0.5726673648888888,3.692505097833333,1.1214910544444443,1.7784981615555555,2.7736332810555555,1.0644089054999997,0.9661309765555556,3.7608530510555553,2.822398713166667,3.816981798833333,-0.0267351575428282,18,typical_imagery,typical_imagery,0,2,typical_imagery
1508,Male,56,6,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex environments (e.g., cityscapes, forests)","['eye', 'closed', 'comfort', 'image', 'like', 'microscopy', 'botanic', 'aquatic', 'plant', 'life', 'predominantly', 'colour', 'eye', 'open', 'flicker', 'small', 'white', 'blob', 'moving', 'lower', 'right', 'hand']",1-2 minutes,Frequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,,In the center,0.0,0.9936028278636364,0.3866297589545454,1.5617263965454542,1.0142236000454548,0.5716744826363636,3.702248621227272,1.081939454227273,2.0814168573181813,2.852952521863636,1.1506239996363636,1.0089986580454546,3.8106901796818176,3.2234505149999992,3.949750397363637,0.2912456671831819,22,typical_imagery,typical_imagery,0,2,typical_imagery
1509,Female,37,7,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['seen', 'movement', 'getting', 'smaller', 'bigger', 'throughout', 'entire', 'time', 'min', 'home', 'typical', 'house', 'shape', 'well', 'flash', 'different', 'light', 'hue', 'randomly', 'throughout']",1-2 minutes,Constantly,"Clear, but not vivid","Persisting several seconds, Constant, morphing from one image to the next",Became relaxed or sleepy,slowly my eyes got heavy and I felt more tired like a slow drifting meditative state,All over the screen,5.0,1.011209064,0.2566688439999999,1.1115495047368422,1.048162324631579,0.3800925317894736,3.525276038473685,1.0402149538421055,1.4688176391578944,2.7078244812631582,0.9777444183684212,0.9438083194210524,3.542819898105263,2.851868802526316,3.655498459842106,0.6092264919091922,20,typical_imagery,typical_imagery,0,2,typical_imagery
1510,Male,41,8,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['swirl', 'eddy', 'entire', 'field', 'circle', 'rolling', 'intersecting', 'star', 'burst']",They began to emerge immediately,Frequently,Clear and moderately vivid,"Constant, morphing from one image to the next","Lost a sense of time, Lost a sense of space",,In the center,22.22222222222222,1.1094104308571426,0.3299260054285714,1.2987707362857144,0.8699665830000001,0.3933106575714286,3.676775271285714,1.526351593142857,1.8128117914285713,2.3230636114285717,1.06433942,1.1622090941428571,3.676775271285714,2.5180749492857144,3.676775271285714,0.9272073166352024,9,typical_imagery,typical_imagery,0,2,typical_imagery
1511,Prefer not to say,42,6,Less than 10min.,No,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, sand storms","['lagre', 'wuhd', 'image', 'notice', 'image', 'apperance', 'depending', 'sight', 'focused']",A few seconds,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","Lost a sense of time, Lost a sense of space",,All over the screen,44.44444444444444,0.8135566186000001,0.0636363636,0.585114301,0.8558213716,0.0727272727999999,4.1646464646,0.3085842948,0.9281666732,3.3651481642,0.771404447,0.3911342526,4.1646464646,3.3651481642,4.1646464646,0.2912456671831819,9,typical_imagery,typical_imagery,0,2,typical_imagery
1512,Male,31,1,10min.,Yes,,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['aphantasia', 'far', 'tell', 'closest', 'come', 'visualising', 'like', 'watching', 'trippy', 'video', 'colour', 'sound', 'audibly', 'heard', 'sort', 'monophonic', 'ringtone', 'sound', 'increasing', 'note', 'chromatically', 'mistaken', 'actual', 'tune', 'one', 'point', 'seem', 'random', 'note', 'order', 'would', 'describe', 'tuneful', 'visually', 'initially', 'line', 'jutting', 'centre', 'vision', 'forming', 'star', 'cross', 'x', 'able', 'sort', 'ride', 'line', 'perspective', 'like', 'falling', 'tunnel', 'riding', 'rollercoaster', 'large', 'ball', 'floating', 'around', 'outside', 'vision', 'eventually', 'able', 'look', 'follow', 'random', 'path', 'streak', 'rainbow', 'spectrum', 'travel', 'fairly', 'steadily', 'across', 'vision', 'able', 'relax', 'vision', 'time', 'time', 'try', 'see', 'random', 'assortment', 'simple', 'semi', 'complex', 'shape', 'would', 'unknowingly', 'sort', 'focus', 'near', 'vision', 'far', 'vision', 'make', 'sense', 'one', 'point', 'red', 'black', 'checkerboard', 'would', 'increase', 'size', 'decrease', 'depending', 'focused', 'vision', 'really', 'want', 'cure', 'aphantasia', 'tried', 'viewing', 'flicker', 'oculus', 'go', 'vr', 'headset', 'flicker', 'temperamental', 'steady', 'built', 'browser', 'ended', 'using', 'ipad', 'pro', 'inch', 'headphone', 'held', 'close', 'face', 'could', 'repeating', 'well', 'ganzfeld', 'video', 'seen', 'constant', 'red', 'white', 'noise', 'hope', 'help', 'anything', 'else', 'want', 'know', 'would', 'like', 'try', 'feel', 'free', 'get', 'touch']",5-7 minutes,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,"As if in a dreamlike state, Felt transported to another place, Lost a sense of time",,,9.615384615384617,1.5450111435673766,0.2969035867163119,1.0118162441489362,1.133323547148936,0.3325926014822695,3.0647508881134753,0.9363579112978724,1.4842455676879436,2.889114267617023,1.0990231321134754,0.8023035287588653,3.500726465375886,3.111754012276598,3.7175527050212778,-1.298658456446869,156,aphantasia,aphantasia,1,0,aphantasia
1513,Female,35,0,Didn't time it,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mind', 'eye', 'hard', 'describe', 'without', 'visual', 'kept', 'changing', 'really', 'fast', 'like', 'glitched', 'video']",1-2 minutes,"not sure what images you mean, I saw distorted lines and colorful balls whole time and once like a wall of building with those lines","Weak, faint, or insubstantial",Brief moment or flash,Lost a sense of time,"it felt like something I could get stuck forever, with no sense of time, but still was easy to stop. my only clue of time passing was when the white noise ended",In the periphery,15.384615384615383,1.5652035057272726,0.3023163971818182,1.181085568181818,1.3319588521818182,0.3190218192727272,2.8348743404545456,0.7666362877272728,1.1854294828181815,3.0506721348181816,1.2270942507272726,0.7197843092727272,3.5604297061818184,3.261232627,3.725778684636364,-1.6166392811728794,13,aphantasia,aphantasia,1,0,aphantasia
1516,Male,37,10,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['heard', 'indistinct', 'voice', 'white', 'noise', 'anything', 'black', 'red', 'seemed', 'swirl', 'yellow', 'white', 'lightning', 'like', 'flash', 'arched', 'across', 'green', 'blue']",1-2 minutes,Infrequently,"Clear, but not vivid",Brief moment or flash,"Agitated,  almost a fear response after the first minute that persisted as anxiety ",,In the periphery,10.526315789473683,1.3230225657058825,0.3577348070588235,0.6384874492941176,0.8402032565294119,0.3755496007058823,3.6312476002941176,0.7379397167058823,0.9470638822941176,2.850449364470588,1.1022656121176468,0.8332390955294117,4.158503239411765,3.0585676995294113,4.196539506529412,1.5631689660872228,19,hyperphantasia,hyperphantasia,3,3,hyperphantasia
1517,Prefer not to say,18,4,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","['heard', 'laugh', 'face']",A few seconds,Constantly,"Clear, but not vivid",Brief moment or flash,"As if in a dreamlike state, Lost a sense of time",i feel like hypnotized and going down in my subconscious ,All over the screen,33.33333333333333,2.2720588235,0.5279411764999999,2.138235294,1.9602941175,0.5029411765,3.975,0.339473684,0.8210526315,3.8,3.4776315789999996,0.8631578945,4.6220588235,4.352631579,4.6220588235,-0.3447159822688385,3,typical_imagery,typical_imagery,0,2,typical_imagery
1518,Female,48,0,10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['honestly', 'thought', 'nothing', 'looked', 'survey', 'question', 'realized', 'faint', 'sort', 'glow', 'center', 'seemed', 'kind', 'oval', 'shape', 'far', 'away', 'made', 'think', 'person', 'end', 'tunnel', 'closed', 'eye', 'even', 'blink', 'could', 'see', 'greenish', 'webbing', 'opened', 'eye', 'could', 'really', 'see', 'experience', 'unpleasant', 'found', 'hard', 'process', 'seeing', 'mostly', 'seemed', 'like', 'flashing', 'red', 'perhaps', 'edge', 'seeming', 'bit', 'darker', 'like', 'sort', 'rectangle', 'around', 'image', 'time']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,10.526315789473683,1.080570750882353,0.2844882696470587,1.0825662895490196,1.1326666945490196,0.3165588955686274,3.1525658138627466,0.7150782815294118,1.305374157490196,2.920218682392157,1.078611477627451,0.6754527364313725,3.435295080352941,3.053076257411765,3.673254023764706,-1.6166392811728794,57,aphantasia,aphantasia,1,0,aphantasia
1519,Female,30,1,10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings)","['immediately', 'face', 'outline', 'eye', 'nose', 'mouth', 'freaked', 'backed', 'tried', 'took', 'minute', 'line', 'brief', 'moment', 'looked', 'like', 'face', 'fox']","A few seconds, 1-2 minutes",Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,11.11111111111111,0.9671206201875,0.3712983439375,1.402715735375,0.9877100839999998,0.4777151211249999,3.0996658311875,0.5933192355625001,1.2908756265,2.78595708025,1.4234805764375005,0.5776942355625,3.2167876799375,3.2052709900000003,3.5522379784375,-1.298658456446869,18,aphantasia,aphantasia,1,0,aphantasia
1520,Female,55,7,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['immediately', 'color', 'red', 'black', 'teal', 'hot', 'pink', 'orange', 'mainly', 'midway', 'turned', 'bright', 'orange', 'rather', 'red', 'background', 'stayed', 'way', 'peacock', 'feather', 'around', 'perimeter', 'one', 'point', 'butterfly', 'peace', 'sign', 'middle', 'flash', 'image', 'ca', 'recall', 'point']",1-2 minutes,Frequently,"Clear and moderately vivid, Clear, vivid, and/or bright",Brief moment or flash,"Felt transported to another place, Lost a sense of space",I felt separated from my environment and almost disembodied. ,All over the screen,6.0606060606060606,0.800757700903226,0.4796744570645159,1.0677462459032254,0.7263570416129032,0.4248767848387095,3.4555990627741933,0.6552543129354839,1.3504944474193548,2.3517569366774196,0.8498073967741937,0.641301437967742,3.586001761419355,2.5193409714193544,3.651100466483871,0.6092264919091922,33,typical_imagery,typical_imagery,0,2,typical_imagery
1521,Male,17,6,10min.,Yes,Computer,"Enjoyable, didn't want it to stop","Distortions (e.g., screen warping or rotating), Colors other than red and black","['felt', 'room', 'spinning', 'around']",,,,,"No change, fully alert in the here and now, Became relaxed or sleepy",,,0.0,0.92136222925,0.1315789475,2.21865325075,1.1013157895,0.46842105275,3.1422987615,2.17519841275,2.614484127,2.6043650795,0.923611111,1.74642857125,3.72124613,3.0668650795,3.72124613,0.2912456671831819,4,typical_imagery,typical_imagery,0,2,typical_imagery
1522,Female,35,10,Less than 10min.,No,Mobile phone,No feeling about it one way or the other,A detailed eyeball,"['kept', 'seeing', 'detailed', 'human', 'eyeball', 'slowly', 'opening', 'closing']",A few seconds,1 or 2 times in the whole experience,Clear and moderately vivid,Persisting several seconds,"No change, fully alert in the here and now",Felt the same,In the center,12.5,1.4892013822857142,0.1778711484285714,1.6821768181428571,0.9570135071428572,0.3964085634285714,3.917073847142857,1.365497076142857,1.9988304092857143,3.2484962405714284,1.712447786,1.1985380117142856,3.917073847142857,3.495530492857143,3.927224223142857,1.5631689660872228,8,hyperphantasia,hyperphantasia,3,3,hyperphantasia
1523,Male,34,10,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['second', 'im', 'still', 'scared']",A few seconds,I just saw 2 seconds,"Very vivid, almost real, or popping out of the screen",1-2 seconds,"Felt transported to another place, Lost a sense of time, Lost a sense of space","I'm still scared, I felt like a castle fell on me to a horrible and painful death
",all over the screen and out of it,25.0,1.6033769063333334,0.1122004356666666,0.923093682,2.078867102333333,0.2069716773333333,2.3812636166666667,1.7182539683333335,1.796031746,2.8246031746666667,1.6968253966666669,1.6023809523333334,2.788671024000001,2.9246031746666667,3.0357142856666663,1.5631689660872228,4,hyperphantasia,hyperphantasia,3,3,hyperphantasia
1524,Male,20,6,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, roads","['road', 'one', 'two', 'second']",5-7 minutes,Infrequently,Clear and moderately vivid,1-2 seconds,Lost a sense of time,,In the center,0.0,1.3095588235,0.3088235294999999,0.99705882375,0.4088235295,0.3088235295,3.2352941175,1.3785714285,1.27321428575,2.080357143,0.7916666665,0.46130952375,3.2352941175,2.092857143,3.2352941175,0.2912456671831819,4,typical_imagery,typical_imagery,0,2,typical_imagery
